index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,Mastery
9976,Class1,1696488280.0,Absolutely_Error,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,192,4,b345ecad87a7fbac77ce,0.0
9977,Class1,1696488031.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,328,3,b345ecad87a7fbac77ce,0.5
9978,Class1,1696487958.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,324,4,b345ecad87a7fbac77ce,0.5
9979,Class1,1696487623.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,320,4,b345ecad87a7fbac77ce,0.5
9980,Class1,1696487592.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,200,3,b345ecad87a7fbac77ce,0.5
9981,Class1,1696486672.0,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_BXr9AIsPQhwNvyGdZL57,196,3,dc83f9577ae72447a7b1,1.0
9982,Class1,1696486624.0,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,200,3,dc83f9577ae72447a7b1,0.1
9983,Class1,1696485286.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_BXr9AIsPQhwNvyGdZL57,0,2,dc83f9577ae72447a7b1,0.1
9984,Class1,1696484867.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,545eb6c8154273344669,0.1
9985,Class1,1696484847.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,0,3,545eb6c8154273344669,0.1
9986,Class1,1696484800.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,0,1,dc83f9577ae72447a7b1,0.1
9987,Class1,1696431146.0,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,4,e37bbe9fe37f92b785d9,1.0
9988,Class1,1696431058.0,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,320,3,e37bbe9fe37f92b785d9,1.0
9989,Class1,1696430930.0,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,3,e37bbe9fe37f92b785d9,0.1
9990,Class1,1696430898.0,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,300,4,e37bbe9fe37f92b785d9,0.1
9991,Class1,1696430827.0,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,192,3,e37bbe9fe37f92b785d9,0.1
9992,Class1,1696430812.0,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,324,4,e37bbe9fe37f92b785d9,0.1
9993,Class1,1696429868.0,Absolutely_Error,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,196,4,e37bbe9fe37f92b785d9,0.0
9994,Class1,1696429847.0,Absolutely_Error,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,192,3,e37bbe9fe37f92b785d9,0.0
9995,Class1,1696429818.0,Absolutely_Error,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,328,4,e37bbe9fe37f92b785d9,0.0
9996,Class1,1696429239.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,e37bbe9fe37f92b785d9,0.1
9997,Class1,1696429234.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,0,2,e37bbe9fe37f92b785d9,0.1
9998,Class1,1696425085.0,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_m8vwGkEZc3TSW2xqYUoR,316,4,360820d6620d17d1b48b,1.0
9999,Class1,1696425059.0,Partially_Correct,1,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,196,5,360820d6620d17d1b48b,0.3333333333333333
10000,Class1,1696424023.0,Partially_Correct,1,Question_6RQj2gF3OeK5AmDvThUV,Method_BXr9AIsPQhwNvyGdZL57,320,5,360820d6620d17d1b48b,0.3333333333333333
10001,Class1,1696422193.0,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_BXr9AIsPQhwNvyGdZL57,196,4,fb4411db1aac3cd2544b,1.0
10002,Class1,1696420225.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_m8vwGkEZc3TSW2xqYUoR,316,4,fb4411db1aac3cd2544b,1.0
10003,Class1,1696419511.0,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,5,fb4411db1aac3cd2544b,0.0
10004,Class1,1696418845.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,0,2,10de703c06bf9d873d68,0.1
10005,Class1,1696418817.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,0,4,10de703c06bf9d873d68,0.1
10006,Class1,1696416149.0,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,196,5,3c89c7f1db26ae691db8,0.0
10007,Class1,1696415626.0,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,188,3,3c89c7f1db26ae691db8,0.0
10008,Class1,1696415600.0,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,316,4,3c89c7f1db26ae691db8,0.0
10009,Class1,1696415570.0,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,200,4,3c89c7f1db26ae691db8,0.0
10010,Class1,1696405652.0,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,364,3,86215294b080f19af22f,0.1
10011,Class1,1696405570.0,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_BXr9AIsPQhwNvyGdZL57,192,4,86215294b080f19af22f,0.1
10012,Class1,1696396013.0,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,324,4,3c89c7f1db26ae691db8,1.0
10013,Class1,1696395976.0,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,196,3,3c89c7f1db26ae691db8,1.0
10014,Class1,1696395951.0,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,188,3,3c89c7f1db26ae691db8,0.1
10015,Class1,1696395879.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_BXr9AIsPQhwNvyGdZL57,0,5,3c89c7f1db26ae691db8,0.1
10016,Class1,1696389810.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,0,1,545eb6c8154273344669,0.1
10017,Class1,1696341175.0,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,4,18cdd44af62c6935e7a0,1.0
10018,Class1,1696341141.0,Partially_Correct,1,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,304,4,18cdd44af62c6935e7a0,0.5
10019,Class1,1696341121.0,Partially_Correct,1,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,200,3,18cdd44af62c6935e7a0,0.5
10020,Class1,1696340252.0,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,368,4,18cdd44af62c6935e7a0,1.0
10021,Class1,1696340065.0,Partially_Correct,2,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,364,5,18cdd44af62c6935e7a0,0.6666666666666666
10022,Class1,1696340045.0,Partially_Correct,2,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,196,4,18cdd44af62c6935e7a0,0.6666666666666666
10023,Class1,1696340036.0,Partially_Correct,2,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,328,4,18cdd44af62c6935e7a0,0.6666666666666666
10024,Class1,1696340025.0,Error3,0,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,324,4,18cdd44af62c6935e7a0,0.1
10025,Class1,1696339649.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,324,4,18cdd44af62c6935e7a0,0.0
10026,Class1,1696338810.0,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_BXr9AIsPQhwNvyGdZL57,188,4,7086b49d3d6c2cf79c1a,1.0
10027,Class1,1696338739.0,Error7,0,Question_rvB9mVE6Kbd8jAY4NwPx,Method_m8vwGkEZc3TSW2xqYUoR,320,5,7086b49d3d6c2cf79c1a,0.1
10028,Class1,1696338673.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,196,4,18cdd44af62c6935e7a0,0.0
10029,Class1,1696338467.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,192,6,18cdd44af62c6935e7a0,0.0
10030,Class1,1696338454.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,320,4,18cdd44af62c6935e7a0,0.0
10031,Class1,1696338419.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,336,6,18cdd44af62c6935e7a0,0.0
10032,Class1,1696338375.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,324,4,18cdd44af62c6935e7a0,0.0
10033,Class1,1696338349.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,316,6,18cdd44af62c6935e7a0,0.0
10034,Class1,1696338338.0,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,0,1,18cdd44af62c6935e7a0,0.1
10035,Class1,1696338325.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,9,18cdd44af62c6935e7a0,0.0
10036,Class1,1696338285.0,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,8,7086b49d3d6c2cf79c1a,1.0
10037,Class1,1696338243.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,3,18cdd44af62c6935e7a0,0.0
10038,Class1,1696338204.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,5,18cdd44af62c6935e7a0,0.0
10039,Class1,1696336147.0,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,196,4,7086b49d3d6c2cf79c1a,1.0
10040,Class1,1696336138.0,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,0,5,0a8736f6520cea837d94,0.1
10041,Class1,1696336117.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_BXr9AIsPQhwNvyGdZL57,188,4,7086b49d3d6c2cf79c1a,0.1
10042,Class1,1696335904.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_m8vwGkEZc3TSW2xqYUoR,320,3,7086b49d3d6c2cf79c1a,0.1
10043,Class1,1696335877.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,3,7086b49d3d6c2cf79c1a,0.1
10044,Class1,1696335684.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,320,4,7086b49d3d6c2cf79c1a,0.1
10045,Class1,1696335667.0,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,3,01d8aa21ef476b66c573,1.0
10046,Class1,1696335653.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_Cj9Ya2R7fZd6xs1q5mNQ,184,4,7086b49d3d6c2cf79c1a,0.1
10047,Class1,1696335632.0,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,192,3,0a8736f6520cea837d94,1.0
10048,Class1,1696335160.0,Absolutely_Error,0,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,320,5,18cdd44af62c6935e7a0,0.0
10049,Class1,1696335046.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,3,7086b49d3d6c2cf79c1a,0.1
10050,Class1,1703061651.0,Partially_Correct,1,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,312,3,75c2677c8d156032e303,0.3333333333333333
10051,Class1,1703061479.0,Partially_Correct,1,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,332,3,75c2677c8d156032e303,0.3333333333333333
10052,Class1,1703061335.0,Partially_Correct,1,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,344,3,75c2677c8d156032e303,0.3333333333333333
10053,Class1,1703061333.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,308,2,6e7d56f652020f046204,1.0
10054,Class1,1703061296.0,Partially_Correct,1,Question_oCjnFLbIs4Uxwek9rBpu,Method_m8vwGkEZc3TSW2xqYUoR,332,3,75c2677c8d156032e303,0.3333333333333333
10055,Class1,1703061277.0,Partially_Correct,1,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,3,75c2677c8d156032e303,0.3333333333333333
10056,Class1,1703061173.0,Partially_Correct,1,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,348,3,75c2677c8d156032e303,0.3333333333333333
10057,Class1,1703061129.0,Partially_Correct,1,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,324,3,75c2677c8d156032e303,0.3333333333333333
10058,Class1,1703061093.0,Absolutely_Error,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,324,2,75c2677c8d156032e303,0.0
10059,Class1,1703060984.0,Absolutely_Error,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,324,2,75c2677c8d156032e303,0.0
10060,Class1,1703060950.0,Absolutely_Error,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,640,4,75c2677c8d156032e303,0.0
10061,Class1,1703060753.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,640,2,03aa0b20dd4af1888eef,1.0
10062,Class1,1703060612.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,352,3,03aa0b20dd4af1888eef,0.0
10063,Class1,1703060574.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,316,3,03aa0b20dd4af1888eef,0.0
10064,Class1,1703060516.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,312,2,03aa0b20dd4af1888eef,0.0
10065,Class1,1703060455.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,328,3,03aa0b20dd4af1888eef,1.0
10066,Class1,1703060399.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,344,3,03aa0b20dd4af1888eef,1.0
10067,Class1,1703060356.0,Partially_Correct,3,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,608,3,03aa0b20dd4af1888eef,0.75
10068,Class1,1703060324.0,Partially_Correct,3,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,3,03aa0b20dd4af1888eef,0.75
10069,Class1,1703060308.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,03aa0b20dd4af1888eef,0.1
10070,Class1,1703059243.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,324,3,75c2677c8d156032e303,1.0
10071,Class1,1703056432.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,192,3,e324cc9cb52a2b3cb9cb,1.0
10072,Class1,1703055862.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,200,2,e324cc9cb52a2b3cb9cb,0.5
10073,Class1,1703055839.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,484,3,e324cc9cb52a2b3cb9cb,0.5
10074,Class1,1703055787.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,184,3,bab3d23935ae4f8e798c,1.0
10075,Class1,1703055757.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,628,4,e324cc9cb52a2b3cb9cb,0.5
10076,Class1,1703055645.0,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,5,e324cc9cb52a2b3cb9cb,0.1
10077,Class1,1703055629.0,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,0,5,e324cc9cb52a2b3cb9cb,0.1
10078,Class1,1703055604.0,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,3,e324cc9cb52a2b3cb9cb,0.1
10079,Class1,1703055556.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,340,4,e324cc9cb52a2b3cb9cb,0.5
10080,Class1,1703055546.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,196,2,e324cc9cb52a2b3cb9cb,0.5
10081,Class1,1703055525.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,196,2,e324cc9cb52a2b3cb9cb,0.5
10082,Class1,1703055490.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,360,2,e324cc9cb52a2b3cb9cb,0.5
10083,Class1,1703055412.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,e324cc9cb52a2b3cb9cb,0.5
10084,Class1,1703054930.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,2,bab3d23935ae4f8e798c,1.0
10085,Class1,1703054010.0,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,200,3,e324cc9cb52a2b3cb9cb,1.0
10086,Class1,1703053730.0,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,e324cc9cb52a2b3cb9cb,0.1
10087,Class1,1703053599.0,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,3,e324cc9cb52a2b3cb9cb,0.0
10088,Class1,1703053560.0,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,332,3,e324cc9cb52a2b3cb9cb,0.0
10089,Class1,1703053486.0,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,328,3,e324cc9cb52a2b3cb9cb,0.0
10090,Class1,1703049363.0,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,360,2,e324cc9cb52a2b3cb9cb,0.0
10091,Class1,1703049347.0,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,e324cc9cb52a2b3cb9cb,0.1
10092,Class1,1703049273.0,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,0,1,e324cc9cb52a2b3cb9cb,0.1
10093,Class1,1703049259.0,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,0,4,e324cc9cb52a2b3cb9cb,0.1
10094,Class1,1703049219.0,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,0,2,e324cc9cb52a2b3cb9cb,0.1
10095,Class1,1703048955.0,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_Cj9Ya2R7fZd6xs1q5mNQ,304,3,e324cc9cb52a2b3cb9cb,1.0
10096,Class1,1703048887.0,Error1,0,Question_rvB9mVE6Kbd8jAY4NwPx,Method_5Q4KoXthUuYz3bvrTDFm,0,5,e324cc9cb52a2b3cb9cb,0.1
10097,Class1,1703048837.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,200,2,75c2677c8d156032e303,0.0
10098,Class1,1703048823.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,2,75c2677c8d156032e303,0.1
10099,Class1,1703042891.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,512,3,37ae91c472189108a737,1.0
10100,Class1,1696334942.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_BXr9AIsPQhwNvyGdZL57,316,4,7086b49d3d6c2cf79c1a,0.1
10101,Class1,1696334919.0,Absolutely_Error,0,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,192,3,7086b49d3d6c2cf79c1a,0.0
10102,Class1,1696334905.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_BXr9AIsPQhwNvyGdZL57,212,2,7086b49d3d6c2cf79c1a,0.1
10103,Class1,1696334850.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,200,4,7086b49d3d6c2cf79c1a,0.1
10104,Class1,1696334682.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_m8vwGkEZc3TSW2xqYUoR,320,4,7086b49d3d6c2cf79c1a,0.1
10105,Class1,1696334662.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_gj1NLb4Jn7URf9K2kQPd,196,3,7086b49d3d6c2cf79c1a,0.1
10106,Class1,1696334624.0,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,9,7086b49d3d6c2cf79c1a,0.1
10107,Class1,1696334481.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,204,3,01d8aa21ef476b66c573,1.0
10108,Class1,1696333587.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,196,3,7086b49d3d6c2cf79c1a,1.0
10109,Class1,1696333557.0,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_m8vwGkEZc3TSW2xqYUoR,188,3,7086b49d3d6c2cf79c1a,0.0
10110,Class1,1696333512.0,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,256,5,b345ecad87a7fbac77ce,1.0
10111,Class1,1696333478.0,Partially_Correct,1,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,4,b345ecad87a7fbac77ce,0.5
10112,Class1,1696333412.0,Error3,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,4,b345ecad87a7fbac77ce,0.1
10113,Class1,1696333235.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_BXr9AIsPQhwNvyGdZL57,200,3,7086b49d3d6c2cf79c1a,1.0
10114,Class1,1696333202.0,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_m8vwGkEZc3TSW2xqYUoR,300,5,7086b49d3d6c2cf79c1a,0.0
10115,Class1,1696333173.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_m8vwGkEZc3TSW2xqYUoR,324,3,7086b49d3d6c2cf79c1a,1.0
10116,Class1,1696332861.0,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_m8vwGkEZc3TSW2xqYUoR,196,3,b345ecad87a7fbac77ce,1.0
10117,Class1,1696332801.0,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,332,4,18cdd44af62c6935e7a0,1.0
10118,Class1,1696332765.0,Error1,0,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,0,3,18cdd44af62c6935e7a0,0.1
10119,Class1,1696332631.0,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,3,18cdd44af62c6935e7a0,0.0
10120,Class1,1696332364.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,204,3,b345ecad87a7fbac77ce,1.0
10121,Class1,1696332327.0,Error2,0,Question_BW0ItEaymH3TkD6S15JF,Method_m8vwGkEZc3TSW2xqYUoR,188,4,b345ecad87a7fbac77ce,0.1
